model,method,valid_samples,total_samples,validity,diversity,retro_score,membership,novelty,qed,lipinski,scaffold_div
qwen_25_7b,ars,900.3333333333334,1000.0,0.9500000000000001,0.5837168280064513,0.5911111111111111,0.9500000000000001,0.9408174717698528,0.40988344159060147,0.9137814519747293,0.18595289294168849
qwen_25_7b,cars,946.7777777777778,1000.0,0.9511111111111111,0.5853933800611074,0.5911111111111111,0.9511111111111111,0.9349472044710141,0.41519742870345167,0.9292185609281878,0.1750809705266115
qwen_25_7b,rs,68.88888888888889,736.8888888888889,0.6188888888888889,0.5065761439827295,0.24000000000000002,0.6188888888888889,0.6505279161005159,0.29875087900155944,0.6001625630243193,0.163684836204813
qwen_25_7b,rsft,68.66666666666667,737.3333333333334,0.6322222222222222,0.5056706930306774,0.24333333333333332,0.6322222222222222,0.6486410591172496,0.2951297992605299,0.5931552834865464,0.179776250128217
